慰藉 慰籍 慰养 抚藉 抚养 抚慰 掩藉 掩盖 掩饰 疗藉 疗养 疗籍 安藉 安慰 安抚 慰 藉
濒临 濒将 濒臨 瀕临 瀕将 瀕近 临临 临近 临将 近临 近将 近乎 面临 面将 面臨 临 濒
钦佩 钦服 钦赏 欣佩 欣赏 欣喜 羡佩 羡慕 羡赏 敬佩 敬服 敬仰 佩佩 佩服 佩赏 佩 钦
洽谈 洽办 洽談 谈谈 谈判 谈话 履谈 履談 履讨 讨谈 讨论 讨办 探谈 探讨 探求 谈 洽
摒弃 摒掉 摒离 摈弃 摈掉 摈除 抛弃 抛却 抛开 放弃 放下 放却 舍弃 舍离 舍却 忘 摒
忽视 忽略 忽悠 小视 小觑 小瞧 轻视 轻信 轻看 蔑视 蔑略 蔑信 藐视 藐略 藐看 看 视
造福 造就 造好 成福 成就 成功 助福 助救 助力 建福 建立 建就 福福 福了 福造 福 造
推崇 推捧 推倡 崇拜 崇崇 崇敬 追崇 追捧 追逐 狂崇 狂敬 狂捧 提崇 提倡 提醒 推 崇
兜售 兜卖 兜购 销售 销卖 销赃 售卖 售售 售贩 贩售 贩卖 贩毒 转售 转卖 转销 兜 售
邂逅 邂遇 邂见 遇见 遇到 遇上 碰到 碰逅 碰见 认识 认定 认给 结识 结给 结婚 找 娶
缔造 缔建 缔育 締造 締建 締创 创造 创建 创立 维造 维护 维持 塑造 塑建 塑育 造 缔
讹诈 讹骗 讹坏 诈骗 诈诈 诈取 骗诈 骗骗 骗到 敲诈 敲骗 敲坏 诬诈 诬骗 诬陷 讹 骗
虚度 虚渡 虚过 虛度 虛渡 虛过 空度 空渡 空等 亏度 亏渡 亏过 错度 错过 错渡 虚 度
踌躇 踌踌 踌豫 犹豫 犹躇 犹疑 躇躇 躇踌 躇豫 徘徊 徘躇 徘豫 豫躇 豫豫 豫惑 愣 躇
捍卫 捍护 捍障 护卫 护障 护航 保卫 保护 保障 维护 维卫 维持 守卫 守护 守障 卫 和
钟爱 钟愛 钟欢 喜爱 喜欢 喜好 爱的 爱呢 爱。 宠爱 宠欢 宠睐 鍾爱 鍾欢 鍾愛 钟 爱
思索 思讨 思考 探索 探讨 探考 想索 想着 想考 考索 考虑 考验 寻索 寻找 寻求 思 想
鄙薄 鄙视 鄙重 藐薄 藐视 藐重 崇尚 崇重 崇薄 蔑薄 蔑视 蔑重 愚薄 愚视 愚重 薄 鄙
胡[UNK] 胡说 胡讲 瞎说 瞎[UNK] 瞎想 在说 在做 在想 说了 说过 说的 [UNK][UNK] [UNK]了 [UNK]说 说 [UNK]
涅槃 涅凰 涅脱 槃了 槃。 槃着 飞翔 飞槃 飞行 凤槃 凤凰 凤飞 降槃 降临 降生 涅 槃
熏陶 熏使 熏染 薰陶 薰冶 薰使 滋陶 滋养 滋熏 濡陶 濡染 濡养 栽陶 栽培 栽养 陶 熏
惋惜 惋憾 惋望 遗憾 遗惜 遗幸 可惜 可憾 可悲 郁惜 郁憾 郁闷 悲惜 悲憾 悲伤 惜 憾
体恤 体谅 体贴 关恤 关心 关爱 惠恤 惠及 惠顾 照恤 照顾 照衬 尊重 尊敬 尊恤 恤 体
佐证 佐明 佐以 证明 证实 证证 辩证 辩明 辩护 说明 说证 说服 印证 印明 印实 证 说
相仿 相似 相近 近似 近近 近仿 类似 类近 类仿 一致 一样 一仿 接近 接似 接仿 近 似
迭起 迭出 迭发 叠起 叠出 叠升 连起 连连 连发 频起 频出 频升 涌起 涌出 涌动 迭 起
诞生 诞立 诞世 产生 产立 产权 创生 创立 创建 誕生 誕立 誕产 建生 建立 建国 诞 生
诞生 诞辰 诞世 逝世 逝去 逝辰 产权 产生 产党 建国 建党 建立 创世 创国 创政 的 死
叙说 叙讲 叙述 讲说 讲述 讲话 故事 故说 故话 述说 述讲 述述 敘说 敘讲 敘事 说 叙
憧憬 憧望 憧待 期待 期望 期盼 渴望 渴求 渴憬 预憬 预期 预望 希望 希憬 希冀 爱 憧
揣度 揣和 揣味 琢磨 琢度 琢考 猜度 猜测 猜悟 惦度 惦记 惦磨 掂度 掂量 掂磨 揣 度
倾倒 倾迷 倾电 痴迷 痴倒 痴醉 倒醉 倒倒 倒泪 沉倒 沉醉 沉迷 折倒 折服 折腾 倾 倒
竣工 竣成 竣装 建成 建设 建筑 完工 完成 完全 开工 开始 开发 投资 投工 投入 总 试
整饬 整洁 整顿 洁饬 洁掇 洁顿 清饬 清洁 清理 净饬 净洁 净掇 美饬 美容 美洁 整 饬
拍板 拍牌 拍片 签字 签名 签约 执行 执意 执法 决定 决心 决议 批准 批复 批评 就 也
顶撞 顶错 顶碰 撞死 撞撞 撞击 碰撞 碰到 碰壁 挑撞 挑刺 挑战 勾撞 勾搭 勾击 撞 顶
稀罕 稀释 稀弃 珍惜 珍爱 珍视 嫌弃 嫌疑 嫌烦 喜欢 喜爱 喜悦 嫉妒 嫉弃 嫉爱 爱 恨
活络 活动 活絡 动动 动络 动个 硬络 硬动 硬絡 健络 健动 健絡 运络 运动 运活 络 活
熟稔 熟悉 熟谙 悉稔 悉悉 悉熟 习稔 习悉 习惯 娴稔 娴悉 娴熟 精稔 精悉 精谙 熟 悉
亲昵 亲密 亲吻 親昵 親密 親吻 紧张 紧密 紧昵 激情 激烈 激动 暧昧 暧昵 暧暧 性 昵
撷取 撷得 撷集 汲取 汲得 汲集 寻取 寻得 寻找 获取 获得 获益 取得 取取 取益 取 得
溜达 溜通 溜嘛 遛达 遛走 遛转 转达 转的 转转 走达 走走 走的 奔达 奔走 奔跑 溜 走
蹙眉 蹙头 蹙唇 皱眉 皱头 皱首 颔眉 颔首 颔头 捻眉 捻唇 捻头 抿嘴 抿唇 抿眉 蹙 眉
鸟瞰 鸟视 鸟望 俯瞰 俯视 俯望 飞瞰 飞视 飞掠 远瞰 远眺 远望 凤瞰 凤望 凤视 瞰 看
瞅见 瞅到 瞅住 看见 看到 看过 没见 没看 没碰 见过 见到 见见 瞥见 瞥到 瞥看 见 看
在听 在看 在随 我听 我看 我随 正听 正看 正随 只听 只看 只闻 倾听 倾看 倾随 听 看
翱翔 翱跃 翱翅 遨翔 遨游 遨跃 飞翔 飞行 飞跃 翩翔 翩跃 翩翅 驾翔 驾驶 驾飞 翱 飞
栽倒 栽死 栽摔 晕倒 晕死 晕落 昏倒 昏死 昏迷 摔倒 摔落 摔死 落倒 落入 落下 栽 倒
战栗 战寒 战慄 戰栗 戰寒 戰惧 戦栗 戦寒 戦惧 怯栗 怯怯 怯懦 斗栗 斗寒 斗奋 栗 斗
匍匐 匍匍 匍伏 匐匐 匐匍 匐步 跪匐 跪地 跪着 蜷匐 蜷缩 蜷着 仰膝 仰卧 仰身 再 匐
承袭 承传 承襲 延续 延袭 延承 继承 继续 继袭 沿袭 沿续 沿留 遗传 遗袭 遗继 承 继
篡夺 篡取 篡抢 取得 取夺 取取 夺取 夺回 夺走 占领 占取 占据 拿到 拿下 拿回 夺 篡
誓师 誓学 誓职 授权 授誓 授牌 开业 开会 开店 祝贺 祝福 祝愿 结婚 结束 结师 了 的
鏖战 鏖斗 鏖和 激战 激斗 激烈 奋战 奋斗 奋争 热战 热斗 热血 冷战 冷水 冷斗 鏖 战
班师 班師 班兵 乘师 乘机 乘车 上师 上官 上车 返师 返回 返兵 派师 派兵 派人 再 班
兴办 兴建 兴创 设办 设立 设建 興办 興建 興立 建办 建立 建设 创办 创建 创立 办 兴
开辟 开拓 开创 创辟 创造 创拓 開辟 開拓 開创 拓辟 拓展 拓开 打开 打辟 打拓 开 辟
遣散 遣离 遣开 驱散 驱逐 驱离 派离 派遣 派散 撤散 撤离 撤退 解散 解放 解雇 遣 捕
定夺 定决 定论 决定 决议 决策 裁夺 裁定 裁决 选择 选定 选夺 判断 判决 判定 定 决
委任 委让 委托 聘任 聘请 聘用 邀任 邀请 邀托 任命 任用 任定 请任 请求 请请 任 将
罢黜 罢除 罢掉 废黜 废除 废止 罷黜 罷除 罷掉 讨黜 讨伐 讨论 劝黜 劝劾 劝退 罢 黜
码放 码挂 码摆 碼放 碼射 碼置 摆放 摆开 摆挂 放放 放的 放入 释放 释射 释挂 码 放
装璜 装饰 装修 设计 设璜 设修 修璜 修饰 修修 饰璜 饰品 饰装 安璜 安装 安饰 璜 装
拾掇 拾饬 拾拾 整理 整洁 整拾 收拾 收纳 收藏 掇掇 掇饬 掇拾 焕掇 焕拾 焕饬 洗 掇
豢养 豢養 豢育 饲养 饲養 饲喂 喂养 喂食 喂喂 驯养 驯養 驯育 飼养 飼養 飼育 养 喂
举债 举牌 举地 发债 发展 发力 借债 借贷 借钱 买地 买债 买房 行债 行贿 行货 举 可
枉费 枉花 枉用 误费 误用 误花 耽误 耽费 耽搁 错费 错误 错用 蹉费 蹉跎 蹉误 费 枉
启迪 启动 启发 引发 引起 引领 激发 激励 激活 啟迪 啟发 啟动 开发 开启 开拓 启 给
操练 操炼 操練 训练 训习 训学 锻练 锻炼 锻习 运练 运用 运动 琢练 琢磨 琢炼 练 学
磨砺 磨炼 磨琢 锻砺 锻炼 锻练 锤砺 锤炼 锤击 淬砺 淬炼 淬练 拷砺 拷炼 拷淬 磨 砺
剖析 剖分 剖释 分析 分裂 分辨 切析 切究 切割 探索 探析 探讨 剥析 剥离 剥释 剖 析
编纂 编撰 编写 撰纂 撰写 撰撰 編纂 編撰 編辑 修纂 修订 修撰 创纂 创造 创撰 编 纂
补遗 补充 补记 修改 修正 修辞 填充 填遗 填补 注释 注解 注遗 缺遗 缺失 缺漏 补 遗
斧正 斧反 斧对 补正 补充 补上 修正 修改 修复 指正 指出 指教 删除 删掉 删正 正 斧
建立 建交 建设 结交 结识 结束 认识 认交 认为 相信 相交 相亲 深交 深入 深信 交 识
拜谒 拜访 拜謁 谒拜 谒谒 谒访 叩谒 叩拜 叩访 探谒 探访 探拜 观谒 观看 观察 谒 拜
朝觐 朝拜 朝谒 觐礼 觐拜 觐觐 夕觐 夕拜 夕礼 垂觐 垂拜 垂谒 劳觐 劳拜 劳叩 觐 朝
搪塞 搪盖 搪绕 掩盖 掩塞 掩饰 蒙塞 蒙蔽 蒙盖 忽悠 忽塞 忽略 推翻 推倒 推推 搪 塞
话别 话说 话分 说别 说话 说爱 分别 分享 分手 相见 相遇 相爱 言别 言语 言说 说 话
谈天 谈心 谈书 聊天 聊qq 聊聊 说天 说话 说心 讲天 讲话 讲书 写天 写诗 写作 天 谈
阐释 阐述 阐釋 诠释 诠读 诠述 描释 描述 描绘 闡释 闡析 闡述 解释 解读 解析 阐 释
刻画 刻绘 刻划 雕刻 雕画 雕绘 塑画 塑绘 塑刻 描画 描绘 描写 镶嵌 镶画 镶刻 刻 画
刻画 刻划 刻绘 塑画 塑划 塑绘 描画 描绘 描写 雕画 雕绘 雕划 深画 深化 深绘 刻 画
阐明 阐述 阐确 明确 明白 明说 说明 说出 说到 介绍 介明 介述 讲述 讲明 讲解 说 提
诘问 诘疑 诘难 询问 询证 询查 质疑 质问 质询 指责 指控 指示 拷问 拷打 拷击 问 诘
惧怕 惧恐 惧畏 恐惧 恐怕 恐怖 害怕 害羞 害惧 畏惧 畏怕 畏恐 愤怒 愤恨 愤慨 怕 惧
心痛 心累 心酸 神伤 神愁 神郁 失望 失败 失落 焦虑 焦急 焦愁 无奈 无语 无措 黯然神伤 怅然神伤 茫然神伤 郁然神伤 暗然神伤
呐喊 呐呼 呐叫 呼喊 呼叫 呼呼 鼓喊 鼓励 鼓掌 吶喊 吶呼 吶叫 喊叫 喊声 喊喊 掌 喊
[UNK]抄 [UNK]写 [UNK][UNK] 想抄 想写 想要 抄抄 抄了 抄[UNK] 要抄 要写 要学 来抄 来袭 来写 抄 [UNK]
骄傲 骄豪 骄动 感动 感谢 感恩 自豪 自傲 自责 高兴 高傲 高动 而生 而战 而死 呕心沥血 流了很多 倾尽了所 尽心尽力 血心所注
担忧 担心 担虑 忧虑 忧忧 忧心 害忧 害怕 害虑 焦虑 焦忧 焦心 恐忧 恐慌 恐惧 忧 担
知趣 知道 知意 懂事 懂得 懂趣 有趣 有爱 有礼 清趣 清晰 清楚 幽默 幽趣 幽幽 趣 幽
光顾 光顧 光临 去顾 去过 去到 回顾 回访 回来 逛顾 逛过 逛街 旅顾 旅游 旅行 去 光
馈赠 馈送 馈给 回赠 回馈 回赐 返赠 返送 返赐 报赠 报送 报献 奉赠 奉献 奉送 馈 赠
饿了 饿死 饿着 死了 死亡 死去 饥饿 饥了 饥渴 老了 老去 老化 发胖 发病 发烧 饥肠辘辘 饿得不能 饱饥辘辘 食欲不太 疲惫不堪
衰老 衰年 衰亡 老化 老死 老去 枯萎 枯亡 枯死 萎缩 萎衰 萎老 凋萎 凋亡 凋老 衰 老
亟需 亟要 亟缺 急需 急要 急缺 紧缺 紧需 紧急 需要 需求 需缺 缺需 缺乏 缺少 缺 需
没辙 没错 没劲 无辙 无感 无奈 有辙 有错 有孽 沒辙 沒孽 沒错 不辙 不管 不屑 没 辙
鞭策 鞭? 鞭治 鼓策 鼓励 鼓舞 赞策 赞助 赞誉 支策 支持 支? 褒策 褒励 褒奖 鞭 鼓
承办 承担 承持 举办 举行 举持 负办 负担 负责 支办 支持 支撑 主办 主持 主席 办 承
迟疑 迟豫 迟惑 犹疑 犹豫 犹惑 耽疑 耽豫 耽误 延疑 延豫 延误 拖疑 拖延 拖懈 迟 疑
翘课 翘班 翘学 上课 上学 上班 逃课 逃学 逃班 缺课 缺钱 缺爱 不学 不上 不课 课 翘
坑爹 坑人 坑妈 牛x 牛逼 牛b 傻x 傻逼 傻爹 垃圾 垃爹 垃脑 可怕 可笑 可耻 坑 好
放鸽 放子 放掉 鸽子 鸽放 鸽鸽 打死 打哭 打伤 说鸽 说好 说话 撒谎 撒鸽 撒狗
好了 好吧 好啦 来了 来吧 来啦 垢了 垢啦 垢啊 以了 以吧 以啦 拜了 拜托 拜啦
是88 是90 是80 88分 88元 88了 100分 100元 100多 80分 80了 80多 不是 不说 不多 88 87
好贵 好大 好卡 不贵 不是 不错 呵呵 呵， 呵~ ，520 ，500 ，555 很贵 很好 很高
我的 我想 我是 这是 这一 这就 就这 就是 就像 一年 一句 一天 [UNK][UNK] [UNK]。 [UNK]， 94 93
纳尼 纳米 纳奥 尼啊 尼？ 尼吗 么办 么了 么会 什么 什尼 什麽 怪吗 怪啊 怪的 尼 么
狗带 狗养 狗走 宠我 宠人 宠他 自带 自由 自拍 爱我 爱玩 爱狗 上网 上床 上街 带 玩
醉了 醉啦 醉的 不懂 不解 不明 心痛 心累 心酸 惭愧 惭慨 惭羞 无语 无奈 无言 不明觉厉 无法自信 家有儿女 感慨了一 心生疑惑
爆尿 爆吧 爆图 曝光 曝料 曝尿 暴尿 暴料 暴解 介绍 介解 介介 说起 说说 说吧 爆 说
稀饭 稀钱 稀爱 喜欢 喜爱 喜歡 想见 想爱 想要 爱你 爱着 爱过 感谢 感激 感动 爱 想
有矿 有煤 有钱 没钱 没矿 没煤 无矿 无钱 无煤 是矿 是煤 是有 要矿 要钱 要煤 有 矿
似懂 似傻 似懵 非懂 非知 非会 不懂 不会 不信 如懂 如是 如此 像懂 像傻 像是 似懂非懂 像懂非懂 若懂非懂 非懂似懂 乎懂非懂
打仗 打嘴 打架 嘴仗 嘴战 嘴架 吵架 吵吵 吵嘴 骂人 骂仗 骂架 吃饭 吃仗 吃醋
磕破 磕伤 磕碎 摔破 摔伤 摔烂 撞破 撞伤 撞碎 碰破 碰伤 碰到 跌破 跌伤 跌碎 磕 破
做头 做发 做尾 作头 作业 作发 洗头 洗发 洗澡 的头 的发 的啊 美发 美头 美尾 做 头
相连 相悖 相同 不同 不符 不连 联系 联合 联结 对立 对比 对等 交融 交叉 交接 藕断丝连 丝断丝连 不断丝连 截然相反 绳断丝连
咂嘴 咂唇 咂舌 抿嘴 抿唇 抿口 咧嘴 咧口 咧咧 撅嘴 撅唇 撅口 皱嘴 皱头 皱眉 咂 说
抉择 抉选 抉策 选择 选定 选举 决择 决定 决策 判断 判择 判定 挑择 挑战 挑选 抉 选
大喜 大笑 大惊 过望 过喜 过后 惊喜 惊呆 惊讶 欢喜 欢呼 欢乐 喜悦 喜欢 喜怒 大喜过望 喜欢上了 惊喜地看 欢喜地站 欣喜地站
棋布 棋锦 棋罗 繁多 繁华 繁荣 星罗 星布 星瀚 众多 众星 众布 林立 林多 林布 星罗棋布 棋罗、景 五罗棋布 分布非常 繁罗棋布
蓬松 蓬发 蓬鬆 发松 发黑 发软 松软 松密 松紧 干净 干燥 干爽 柔软 柔顺 柔密 蓬 松
眺望 眺看 眺视 瞭望 瞭视 瞭看 望望 望眺 望天 观望 观看 观察 仰望 仰眺 仰视 眺 望
殉职 殉业 殉職 牺牲 牺职 牺亡 逝职 逝世 逝去 死亡 死去 死职 辞职 辞亡 辞牲 殉 死
操劳 操勞 操作 工作 工劳 工力 奔波 奔劳 奔跑 施劳 施工 施忙 劳劳 劳动 劳累 操 劳
撕破 撕裂 撕碎 扯破 扯碎 扯开 破破 破裂 破掉 剥破 剥开 剥碎 贴破 贴着 贴好 撕 破
勾勒 勾画 勾划 渲勒 渲染 渲画 描勒 描绘 描画 衬勒 衬托 衬映 搭勒 搭画 搭绘 勒 画
啃咬 啃坏 啃破 会啃 会咬 会吃 来啃 来咬 来吃 先啃 先咬 先吃 [UNK]啃 [UNK]咬 [UNK][UNK] 啃 咬 吃
喧闹 喧乱 喧吵 吵闹 吵吵 吵嚷 嘈闹 嘈杂 嘈吵 繁闹 繁吵 繁乱 噪闹 噪乱 噪吵 闹 吵
，甭 ，别 ，不 。甭 。别 。不 你甭 你别 你不 ,甭 ,别 ,不 ！甭 ！别 ！不 甭 别 ，
搀扶 搀着 搀拉 扶扶 扶着 扶持 也搀 也扶 也陪 们搀 们扶 们牵 的搀 的扶 的拉 搀 扶 陪
颠簸 颠覆 颠荡 翻簸 翻晃 翻荡 折簸 折腾 折荡 顛簸 顛荡 顛晃 摇簸 摇晃 摇摆 颠 簸
簇拥 簇绕 簇裹 拥抱 拥拥 拥绕 紧拥 紧裹 紧随 环拥 环绕 环抱 盘绕 盘拥 盘裹 簇 绕
剪裁 剪型 剪合 裁剪 裁裁 裁缝 服裁 服饰 服装 缝裁 缝剪 缝材 编裁 编码 编材 裁 有
遗忘 遗记 遗失 忘记 忘掉 忘了 丢失 丢忘 丢弃 抛忘 抛失 抛记 记忘 记住 记下 忘 丢
毫无 毫树 毫木 无树 无为 无建 建树 建无 建立 没有 没树 没钱 不忙 不树 不懂 毫无建树 无无建树 没有建树 极无建树 并无建树
嚣张 嚣張 嚣扈 跋扈 跋张 跋狂 猖张 猖扈 猖獗 张扈 张扬 张张 囂张 囂扈 囂悍 嚣张跋扈 囂张跋扈 猖张跋扈 张张跋扈 霸张跋扈
放宽 放松 放开 缩宽 缩窄 缩短 扩宽 扩大 扩开 松宽 松开 松弛 加宽 加大 加强 放 宽
遮掩 遮蔽 遮遮 掩掩 掩盖 掩蔽 隐掩 隐蔽 隐瞒 蔽掩 蔽蔽 蔽盖 躲掩 躲蔽 躲盖 掩 遮
暗喜 暗欢 暗想 惊喜 惊艳 惊讶 喜喜 喜悦 喜欢 欣喜 欣慰 欣赏 微喜 微笑 微叹 喜 惊
搅黄 搅黑 搅白 搞黄 搞清 搞碎 弄黄 弄碎 弄清 捣黄 捣碎 捣乱 揉黄 揉碎 揉清 搅 黄
紧张 紧急 紧凑 笨拙 笨笨 笨脚 慌张 慌脚 慌手 会做 会说 会想 害怕 害羞 害臊 蹑手蹑脚 伸手伸脚 拐手蹑脚 抖手蹑脚 笨手蹑脚
烦躁 烦恼 烦燥 焦躁 焦虑 焦急 急躁 急燥 急恼 心烦 心躁 心情 狂躁 狂妄 狂怒 躁 烦
斗殴 斗架 斗打 打架 打人 打劫 殴打 殴架 殴殴 赌博 赌殴 赌架 搏殴 搏架 搏斗 斗 殴
缓助 缓帮 缓解 帮助 帮料 帮力 协助 协会 协调 顺助 顺力 顺步 促助 促进 促使 助 帮
接济 接给 接了 给了 给过 给济 承济 承给 承受 经济 经给 经助 收济 收了 收给 给 接
pi##ck pi##cks pi##k pa##ck pa##nk pa##k t##ck t##k t##ry lo##ck lo##k lo##nk chi##ck chi##nk chi##k 最爱的人 pi##ck## 非常的不 不会再去 一直在pi
桎梏 桎锢 桎缚 捆梏 捆缚 捆锢 拘梏 拘束 拘缚 缚梏 缚锢 缚缚 羁梏 羁绊 羁锢 梏 桎
欺凌 欺负 欺压 侵凌 侵犯 侵略 侮辱 侮凌 侮蔑 虐待 虐打 虐害 殴凌 殴打 殴待 凌 欺
摧残 摧毁 摧殘 蹂残 蹂躏 蹂虐 压残 压迫 压榨 损残 损毁 损害 折残 折磨 折腾 残 摧
正蹿 正窜 正爆 在蹿 在窜 在走 已蹿 已窜 已爆 刚蹿 刚窜 刚爆 很蹿 很窜 很走 蹿 窜 爆
搜索 搜寻 搜搜 寻找 寻索 寻求 浏览 浏索 浏看 关注 关心 关索 百度 百索 百搜 搜 做
测绘 测试 测定 绘制 绘画 绘出 探测 探究 探索 研究 研制 研测 确定 确认 确保 测 绘
鼎沸 鼎鸣 鼎烈 人声 人沸 人潮 沸腾 沸闹 沸沸 热闹 热沸 热潮 火沸 火爆 火锅 人声鼎沸 声声鼎沸 口声鼎沸 气声鼎沸 热声鼎沸
震撼 震惊 震慑 振撼 振惊 振荡 撼撼 撼动 撼震 感撼 感动 感染 惊撼 惊震 惊慑 撼 震
愤懑 愤怒 愤慨 忿懑 忿恨 忿忿 郁懑 郁闷 郁怒 怒懑 怒愤 怒气 怨恨 怨懑 怨愤 愤 怒
情愫 情绪 情怀 感愫 感情 感觉 爱愫 爱情 爱感 心愫 心情 心思 意愫 意思 意念 情 爱
辞藻 辞句 辞语 词藻 词汇 词语 辭藻 辭辞 辭句 语藻 语言 语辞 句子 句藻 句句 辞 藻
会晤 会谈 会议 对话 对晤 对谈 會晤 會谈 會论 谈判 谈晤 谈话 峰晤 峰会 峰谈 会 晤
行囊 行包 行袋 衣囊 衣服 衣物 心囊 心包 心情 身囊 身包 身躯 腰囊 腰包 腰带 囊 行
馈赠 馈赐 馈献 恩赠 恩赐 恩爱 报赠 报酬 报价 赐赠 赐予 赐献 赠赠 赠物 赠送 赠 馈
腊梅 腊花 腊菊 梅梅 梅花 梅树 春梅 春花 春菊 冬梅 冬花 冬菊 雪梅 雪花 雪梨 梅 腊
芳菲 芳香 芳华 茂盛 茂茂 茂香 繁茂 繁菲 繁香 芬芳 芬萋 芬香 萋萋 萋菲 萋芳 芳 茂
黎明 黎日 黎里 日明 日子 日晚 夜晚 夜明 夜里 午明 午昏 午后 清明 清晨 清午 明 中
暮色 暮风 暮日 夕色 夕阳 夕风 晚色 晚夜 晚昏 夜色 夜雨 夜晚 白色 白日 白夜 色 暮
纰漏 纰点 纰错 漏洞 漏漏 漏误 错误 错漏 错失 瑕疵 瑕漏 瑕陷 缺陷 缺漏 缺点 错 漏
悲恸 悲哀 悲伤 忧伤 忧虑 忧愁 哀伤 哀悼 哀恸 痛苦 痛心 痛痛 伤痛 伤心 伤害 悲 恸
融合 融体 融化 结合 结果 结晶 合作 合一 合体 深合 深度 深入 联合 联动 联系 融 合
贪婪 贪恋 贪欲 欲望 欲婪 欲求 渴望 渴婪 渴求 恐惧 恐婪 恐慌 婪欲 婪爱 婪望 贪 爱
多寡 多少 多低 少寡 少少 少数 高寡 高低 高少 厚寡 厚少 厚薄 大小 大寡 大少 多 少
交媾 交配 交换 性交 性爱 性配 生活 生殖 生育 接触 接媾 接交 相通 相配 相交 交 ，
波涛 波澜 波涌 海涛 海浪 海澜 涛涛 涛浪 涛涌 浪涛 浪澜 浪浪 汹涛 汹涌 汹澜 涛 波
霓虹 霓裳 霓岚 彩虹 彩霞 彩云 灯虹 灯光 灯霞 虹。 虹彩 虹影 艳虹 艳霞 艳阳 霓 虹
一隅 一处 一方 地方 地落 地点 方面 方向 方方 时刻 时候 时节 角隅 角落 角度 处 隅
呓语 呓語 呓言 话语 话声 话题 幻语 幻言 幻音 喃语 喃喃 喃言 妄语 妄言 妄音 呓 话
浮尘 浮埃 浮云 灰尘 灰烬 灰烟 尘埃 尘土 尘雾 沉尘 沉淀 沉浮 杂尘 杂质 杂物 尘 水
山顶 山峰 山头 峰顶 峰头 峰塔 高峰 高楼 高顶 云顶 云霄 云山 前旗 前臂 前台 山 顶
才略 才慧 才能 智慧 智略 智力 能力 能略 能干 技能 技术 技艺 战略 战术 战力 才 智
分野 分歧 分别 区别 区野 区歧 领域 领野 领歧 差别 差距 差异 特野 特别 特歧 分 ，
本位 本身 本色 主位 主体 主张 首位 首先 首要 基位 基本 基础 根位 根本 根据 本 主
裨益 裨害 裨利 益处 益益 益助 助益 助处 助害 效益 效果 效处 帮益 帮助 帮处 益 裨
端倪 端机 端弊 反应 反倪 反映 点倪 点绽 点点 问倪 问题 问号 迹象 迹倪 迹兆 事 倪
佐证 佐据 佐明 证据 证证 证明 辩证 辩明 辩据 论证 论据 论述 矛证 矛据 矛盾 证 的
原委 原因 原由 真委 真因 真情 根委 根因 根情 下委 下因 下情 缘委 缘因 缘故 原 委
原委 原因 原由 真委 真相 真因 缘委 缘由 缘起 起委 起因 起由 根委 根源 根因 委 原
咽喉 咽颈 咽纽 枢纽 枢喉 枢点 喉喉 喉咙 喉颈 要喉 要塞 要道 纽枢 纽带 纽纽 喉 纽
四海 四洋 四国 三海 三国 三洋 全国 全球 全世 4海 4界 4国 一海 一方 一时 四 海
渣滓 渣渣 渣烬 滓滓 滓渣 滓烬 碎滓 碎渣 碎末 粪滓 粪渣 粪烬 残滓 残渣 残汁 渣 滓
干将 干將 干把 幹将 幹將 幹把 将将 将军 将领 大将 大手 大师 先将 先生 先锋 将 干
败类 败類 败物 恶类 恶人 恶者 贪类 贪贼 贪滓 落类 落子 落物 坏人 坏类 坏子 人 败
音讯 音息 音訊 消息 消讯 消音 声讯 声音 声息 讯讯 讯息 讯音 回讯 回来 回家 讯 音
准绳 准则 准律 标绳 标准 标杆 规绳 规律 规则 精绳 精准 精神 尺绳 尺度 尺寸 准 绳
韶光 韶辉 韶华 时光 时间 时代 青春 青光 青涩 岁月 岁光 岁华 春光 春华 春风 你 光
毕生 毕业 毕竟 一生 一直 一切 终生 终身 终年 最后 最生 最终 全生 全部 全身 们 生
晌午 晌子 晌晚 傍晚 傍午 傍晨 午午 午夜 午饭 中午 中饭 中间 昏午 昏晨 昏昏 午 这
彼时 彼時 彼候 此时 此后 此刻 当时 当前 当年 时候 时代 时期 其时 其实 其中 时 候
碧空 碧天 碧云 蓝天 蓝空 蓝海 天空 天涯 天下 青天 青海 青空 苍穹 苍天 苍空 碧 天
关隘 关垒 关关 大隘 大桥 大关 隘关 隘垒 隘口 城堡 城墙 城关 山隘 山关 山寨 关 隘
豁口 豁角 豁洞 裂口 裂洞 裂缝 旷口 旷角 旷洞 敞口 敞洞 敞角 口子 口口 口了 豁 口
剖面 剖底 剖层 表面 表层 表皮 切面 切片 切层 平面 平壤 平层 土面 土壤 土地 面 剖
旮[UNK] 旮? 旮头 [UNK][UNK] [UNK]旮 [UNK]掇 犄[UNK] 犄角 犄旮 迤[UNK] 迤旮 迤头 邛[UNK] 邛旮 邛头 旮 [UNK]
城邑 城城 城[UNK] 国邑 国城 国门 都邑 都市 都城 市邑 市城 市镇 乡邑 乡村 乡城 邑 城
蹊径 蹊路 蹊徑 捷径 捷路 捷道 途径 途路 途道 荆径 荆路 荆道 路径 路路 路迹 径 路
城池 城墙 城市 宫池 宫城 宫殿 池城 池子 池池 水池 水城 水库 大池 大城 大桥 城 池
事宜 事项 事务 业务 业宜 业绩 问宜 问题 问务 工宜 工作 工程 商宜 商务 商机 中 事
